Week Start Date,Product ID,Product Name,Units Sold,Price ($),Discount Percentage,Revenue ($),Region
2024-03-03,8,Coffee Table,40,340.53,0.0,13621.2,USA
2024-03-03,9,Recliner,57,1235.41,24.12,53433.46,USA
2024-03-03,10,Dresser,20,1913.27,0.0,38265.4,USA
2024-03-03,11,Wardrobe,15,1312.58,0.0,19688.7,USA
2024-03-03,12,Office Desk,23,791.15,0.0,18196.45,USA
2024-03-03,13,Computer Chair,31,247.77,0.0,7680.87,USA
2024-03-03,14,Futon,46,1862.73,0.0,85685.58,USA
2024-03-03,15,End Table,8,1240.15,0.0,9921.2,USA
2024-03-03,16,Bar Stool,48,1655.19,0.0,79449.12,USA
2024-03-03,17,Patio Set,55,403.8,18.13,18182.51,USA
2024-03-03,18,Sideboard,11,411.2,0.0,4523.2,USA
2024-03-03,19,Loveseat,17,1640.71,0.0,27892.07,USA
2024-03-03,20,Chaise Lounge,15,1223.14,25.48,13672.26,USA
2024-03-03,21,Sectional Sofa,46,1597.8,0.0,73498.8,USA
2024-03-03,22,File Cabinet,41,1805.05,0.0,74007.05,USA
2024-03-03,23,Console Table,51,639.02,23.3,24996.55,USA
2024-03-03,24,Bench,37,1351.72,0.0,50013.64,USA
2024-03-03,25,Hutch,48,876.69,0.0,42081.12,USA
2024-03-03,26,Buffet,41,1732.45,0.0,71030.45,USA
2024-03-03,27,Storage Ottoman,14,1301.84,0.0,18225.76,USA
2024-03-03,28,Accent Chair,29,550.92,0.0,15976.68,USA
2024-03-03,29,Bunk Bed,7,1976.18,0.0,13833.26,USA
2024-03-03,30,Mattress,18,913.3,16.14,13786.08,USA
2024-03-03,31,Headboard,30,1982.95,0.0,59488.5,USA
2024-03-03,32,Room Divider,48,707.59,27.64,24576.58,USA
2024-03-03,33,Floating Shelves,12,217.03,0.0,2604.36,USA
2024-03-03,34,Kitchen Island,17,765.56,0.0,13014.52,USA
2024-03-03,35,Rolling Cart,37,1062.17,6.69,36671.1,USA
2024-03-03,36,Foldable Table,7,1298.33,0.0,9088.31,USA
2024-03-03,37,Standing Desk,10,1089.27,0.0,10892.7,USA
2024-03-03,38,Ladder Shelf,39,152.06,0.0,5930.34,USA
2024-03-03,39,Bookcase,48,1474.77,0.0,70788.96,USA
2024-03-03,40,Vanity Table,20,223.1,0.0,4462.0,USA
2024-03-03,41,Makeup Chair,19,848.48,15.57,13611.06,USA
2024-03-03,42,Chest of Drawers,24,727.76,21.62,13690.04,USA
2024-03-03,43,Entryway Table,10,795.93,8.0,7322.56,USA
2024-03-03,44,Hall Tree,34,1487.5,0.0,50575.0,USA
2024-03-03,45,Gaming Chair,43,1065.87,0.0,45832.41,USA
2024-03-03,46,Bean Bag,38,1736.14,0.0,65973.32,USA
2024-03-03,47,Murphy Bed,49,173.06,0.0,8479.94,USA
2024-03-03,48,Plant Stand,15,752.27,7.19,10472.73,USA
2024-03-03,49,Shoe Rack,30,1043.96,0.0,31318.8,USA
2024-03-03,50,Coat Rack,56,1221.16,17.89,56150.89,USA
2024-03-10,1,Sofa,16,1170.45,0.0,18727.2,USA
2024-03-10,2,Dining Table,46,1864.66,7.91,78989.61,USA
2024-03-10,3,Chair,8,1364.89,18.31,8919.83,USA
2024-03-10,4,Bed Frame,25,1590.56,0.0,39764.0,USA
2024-03-10,5,Nightstand,18,94.64,0.0,1703.52,USA
2024-03-10,6,Bookshelf,34,1952.44,21.02,52429.26,USA
2024-03-10,7,TV Stand,5,984.74,0.0,4923.7,USA
2024-03-10,8,Coffee Table,7,1232.19,0.0,8625.33,USA
2024-03-10,9,Recliner,38,1907.96,0.0,72502.48,USA
2024-03-10,10,Dresser,8,182.94,0.0,1463.52,USA
2024-03-10,11,Wardrobe,32,205.93,0.0,6589.76,USA
2024-03-10,12,Office Desk,10,658.04,0.0,6580.4,USA
2024-03-10,13,Computer Chair,27,50.65,0.0,1367.55,USA
2024-03-10,14,Futon,16,346.45,6.53,5181.23,USA
2024-03-10,15,End Table,42,462.92,17.12,16114.06,USA
2024-03-10,16,Bar Stool,39,1405.32,0.0,54807.48,USA
2024-03-10,17,Patio Set,11,195.53,0.0,2150.83,USA
2024-03-10,18,Sideboard,43,1399.71,0.0,60187.53,USA
2024-03-10,19,Loveseat,33,496.34,0.0,16379.22,USA
2024-03-10,20,Chaise Lounge,41,1266.6,0.0,51930.6,USA
2024-03-10,21,Sectional Sofa,11,1778.88,0.0,19567.68,USA
2024-03-10,22,File Cabinet,26,1074.73,0.0,27942.98,USA
2024-03-10,23,Console Table,25,1929.45,0.0,48236.25,USA
2024-03-10,24,Bench,51,87.42,11.5,3945.7,USA
2024-03-10,25,Hutch,58,1256.95,13.09,63360.08,USA
2024-03-10,26,Buffet,48,1952.95,25.04,70268.7,USA
2024-03-10,27,Storage Ottoman,25,774.25,0.0,19356.25,USA
2024-03-10,28,Accent Chair,8,1696.5,0.0,13572.0,USA
2024-03-10,29,Bunk Bed,39,1736.09,0.0,67707.51,USA
2024-03-10,30,Mattress,25,782.98,0.0,19574.5,USA
2024-03-10,31,Headboard,13,1914.63,0.0,24890.19,USA
2024-03-10,32,Room Divider,37,1888.52,0.0,69875.24,USA
2024-03-10,33,Floating Shelves,30,1689.7,5.96,47669.82,USA
2024-03-10,34,Kitchen Island,26,1659.01,0.0,43134.26,USA
2024-03-10,35,Rolling Cart,28,1291.51,0.0,36162.28,USA
2024-03-10,36,Foldable Table,32,1770.8,7.64,52336.35,USA
2024-03-10,37,Standing Desk,47,1376.44,0.0,64692.68,USA
2024-03-10,38,Ladder Shelf,21,1335.12,0.0,28037.52,USA
2024-03-10,39,Bookcase,40,1915.18,0.0,76607.2,USA
2024-03-10,40,Vanity Table,32,731.92,0.0,23421.44,USA
2024-03-10,41,Makeup Chair,36,741.94,0.0,26709.84,USA
2024-03-10,42,Chest of Drawers,32,183.99,0.0,5887.68,USA
2024-03-10,43,Entryway Table,13,1802.86,0.0,23437.18,USA
2024-03-10,44,Hall Tree,8,794.78,0.0,6358.24,USA
2024-03-10,45,Gaming Chair,14,1560.54,0.0,21847.56,USA
2024-03-10,46,Bean Bag,20,1607.49,12.32,28188.94,USA
2024-03-10,47,Murphy Bed,45,1185.72,23.7,40711.7,USA
2024-03-10,48,Plant Stand,15,299.79,13.46,3891.57,USA
2024-03-10,49,Shoe Rack,29,775.73,0.0,22496.17,USA
2024-03-10,50,Coat Rack,57,369.18,11.84,18551.74,USA
2024-03-17,1,Sofa,39,435.07,0.0,16967.73,USA
2024-03-17,2,Dining Table,19,1359.34,12.92,22490.55,USA
2024-03-17,3,Chair,30,1841.91,11.31,49007.7,USA
2024-03-17,4,Bed Frame,27,1957.87,0.0,52862.49,USA
2024-03-17,5,Nightstand,47,1329.52,0.0,62487.44,USA
2024-03-17,6,Bookshelf,7,575.2,18.49,3281.92,USA
2024-03-17,7,TV Stand,42,306.87,23.15,9904.84,USA
2024-03-17,8,Coffee Table,26,1002.37,0.0,26061.62,USA
2024-03-17,9,Recliner,23,1107.36,0.0,25469.28,USA
2024-03-17,10,Dresser,29,345.56,0.0,10021.24,USA
2024-03-17,11,Wardrobe,20,1534.19,0.0,30683.8,USA
2024-03-17,12,Office Desk,9,1632.92,23.54,11236.78,USA
2024-03-17,13,Computer Chair,56,243.4,15.04,11580.39,USA
2024-03-17,14,Futon,37,656.31,23.56,18562.28,USA
2024-03-17,15,End Table,48,416.65,13.88,17223.31,USA
2024-03-17,16,Bar Stool,21,60.2,0.0,1264.2,USA
2024-03-17,17,Patio Set,28,71.51,23.74,1526.94,USA
2024-03-17,18,Sideboard,23,687.52,0.0,15812.96,USA
2024-03-17,19,Loveseat,24,1992.85,0.0,47828.4,USA
2024-03-17,20,Chaise Lounge,42,1571.78,0.0,66014.76,USA
2024-03-17,21,Sectional Sofa,42,854.61,0.0,35893.62,USA
2024-03-17,22,File Cabinet,21,375.43,0.0,7884.03,USA
2024-03-17,23,Console Table,28,1196.99,0.0,33515.72,USA
2024-03-17,24,Bench,33,253.07,10.64,7462.73,USA
2024-03-17,25,Hutch,23,1369.11,0.0,31489.53,USA
2024-03-17,26,Buffet,49,1021.6,0.0,50058.4,USA
2024-03-17,27,Storage Ottoman,40,1504.55,0.0,60182.0,USA
2024-03-17,28,Accent Chair,37,1058.67,0.0,39170.79,USA
2024-03-17,29,Bunk Bed,15,222.77,0.0,3341.55,USA
2024-03-17,30,Mattress,10,1480.55,0.0,14805.5,USA
2024-03-17,31,Headboard,10,1290.55,0.0,12905.5,USA
2024-03-17,32,Room Divider,36,1982.7,23.68,54475.08,USA
2024-03-17,33,Floating Shelves,7,1196.15,0.0,8373.05,USA
2024-03-17,34,Kitchen Island,58,101.08,5.6,5534.33,USA
2024-03-17,35,Rolling Cart,27,1410.46,28.24,27327.94,USA
2024-03-17,36,Foldable Table,39,555.63,15.74,18258.78,USA
2024-03-17,37,Standing Desk,9,950.38,0.0,8553.42,USA
2024-03-17,38,Ladder Shelf,43,1426.74,0.0,61349.82,USA
2024-03-17,39,Bookcase,12,1018.1,15.92,10272.22,USA
2024-03-17,40,Vanity Table,35,161.7,0.0,5659.5,USA
2024-03-17,41,Makeup Chair,28,1849.11,0.0,51775.08,USA
2024-03-17,42,Chest of Drawers,39,161.26,0.0,6289.14,USA
2024-03-17,43,Entryway Table,24,587.44,24.68,10619.04,USA
2024-03-17,44,Hall Tree,57,1530.83,16.24,73086.72,USA
2024-03-17,45,Gaming Chair,22,354.94,0.0,7808.68,USA
2024-03-17,46,Bean Bag,37,1817.55,0.0,67249.35,USA
2024-03-17,47,Murphy Bed,36,1555.12,0.0,55984.32,USA
2024-03-17,48,Plant Stand,11,1344.39,0.0,14788.29,USA
2024-03-17,49,Shoe Rack,21,817.22,25.7,12751.08,USA
2024-03-17,50,Coat Rack,7,1475.1,0.0,10325.7,USA
2024-03-24,1,Sofa,29,1464.05,0.0,42457.45,USA
2024-03-24,2,Dining Table,37,1896.72,0.0,70178.64,USA
2024-03-24,3,Chair,11,344.93,0.0,3794.23,USA
2024-03-24,4,Bed Frame,45,1383.32,18.63,50652.34,USA
2024-03-24,5,Nightstand,25,837.76,18.56,17056.79,USA
2024-03-24,6,Bookshelf,16,1245.16,10.65,17800.81,USA
2024-03-24,7,TV Stand,7,373.26,28.64,1864.51,USA
2024-03-24,8,Coffee Table,43,240.25,0.0,10330.75,USA
2024-03-24,9,Recliner,14,1113.59,0.0,15590.26,USA
2024-03-24,10,Dresser,36,1957.22,0.0,70459.92,USA
2024-03-24,11,Wardrobe,26,554.31,0.0,14412.06,USA
2024-03-24,12,Office Desk,32,84.99,0.0,2719.68,USA
2024-03-24,13,Computer Chair,32,548.21,0.0,17542.72,USA
2024-03-24,14,Futon,7,1555.42,0.0,10887.94,USA
2024-03-24,15,End Table,10,1822.98,0.0,18229.8,USA
2024-03-24,16,Bar Stool,47,775.27,0.0,36437.69,USA
2024-03-24,17,Patio Set,14,1562.44,0.0,21874.16,USA
2024-03-24,18,Sideboard,49,233.37,13.92,9843.36,USA
2024-03-24,19,Loveseat,44,1287.44,0.0,56647.36,USA
2024-03-24,20,Chaise Lounge,6,1064.37,0.0,6386.22,USA
2024-03-24,21,Sectional Sofa,56,667.69,26.43,27508.29,USA
2024-03-24,22,File Cabinet,12,1967.87,0.0,23614.44,USA
2024-03-24,23,Console Table,8,1793.28,0.0,14346.24,USA
2024-03-24,24,Bench,15,1607.26,29.19,17071.51,USA
2024-03-24,25,Hutch,58,1617.03,17.63,77252.96,USA
2024-03-24,26,Buffet,8,1969.02,0.0,15752.16,USA
2024-03-24,27,Storage Ottoman,31,1994.3,0.0,61823.3,USA
2024-03-24,28,Accent Chair,24,1389.38,0.0,33345.12,USA
2024-03-24,29,Bunk Bed,38,1786.0,6.99,63124.03,USA
2024-03-24,30,Mattress,23,1723.45,0.0,39639.35,USA
2024-03-24,31,Headboard,57,1531.19,29.7,61356.31,USA
2024-03-24,32,Room Divider,7,945.57,0.0,6618.99,USA
2024-03-24,33,Floating Shelves,32,1765.65,0.0,56500.8,USA
2024-03-24,34,Kitchen Island,38,1660.66,0.0,63105.08,USA
2024-03-24,35,Rolling Cart,32,728.49,16.26,19521.2,USA
2024-03-24,36,Foldable Table,18,1260.81,13.81,19560.46,USA
2024-03-24,37,Standing Desk,20,1695.29,0.0,33905.8,USA
2024-03-24,38,Ladder Shelf,43,257.37,0.0,11066.91,USA
2024-03-24,39,Bookcase,32,375.91,21.38,9457.29,USA
2024-03-24,40,Vanity Table,50,200.3,13.51,8661.97,USA
2024-03-24,41,Makeup Chair,21,752.74,6.71,14746.85,USA
2024-03-24,42,Chest of Drawers,20,1812.04,10.82,32319.55,USA
2024-03-24,43,Entryway Table,37,1802.75,21.27,52514.29,USA
2024-03-24,44,Hall Tree,42,1142.86,0.0,48000.12,USA
2024-03-24,45,Gaming Chair,23,492.12,0.0,11318.76,USA
2024-03-24,46,Bean Bag,29,1954.76,0.0,56688.04,USA
2024-03-24,47,Murphy Bed,31,871.82,5.68,25491.32,USA
2024-03-24,48,Plant Stand,55,1723.77,12.31,83136.57,USA
2024-03-24,49,Shoe Rack,21,1413.66,25.99,21971.25,USA
2024-03-24,50,Coat Rack,27,1467.01,12.62,34610.58,USA
2024-03-31,1,Sofa,48,1751.87,7.81,77522.35,USA
2024-03-31,2,Dining Table,29,238.24,0.0,6908.96,USA
2024-03-31,3,Chair,18,1657.84,0.0,29841.12,USA
2024-03-31,4,Bed Frame,14,1499.23,6.2,19687.89,USA
2024-03-31,5,Nightstand,20,1760.66,0.0,35213.2,USA
2024-03-31,6,Bookshelf,39,517.04,0.0,20164.56,USA
2024-03-31,7,TV Stand,25,572.16,0.0,14304.0,USA
2024-03-31,8,Coffee Table,37,174.1,0.0,6441.7,USA
2024-03-31,9,Recliner,39,1488.25,0.0,58041.75,USA
2024-03-31,10,Dresser,49,1667.11,0.0,81688.39,USA
2024-03-31,11,Wardrobe,22,1404.18,7.06,28710.99,USA
2024-03-31,12,Office Desk,44,1223.75,0.0,53845.0,USA
2024-03-31,13,Computer Chair,9,1898.81,16.13,14332.79,USA
2024-03-31,14,Futon,16,1369.03,0.0,21904.48,USA
2024-03-31,15,End Table,45,1000.95,21.31,35444.14,USA
2024-03-31,16,Bar Stool,42,972.15,0.0,40830.3,USA
2024-03-31,17,Patio Set,16,188.32,0.0,3013.12,USA
2024-03-31,18,Sideboard,46,1227.94,0.0,56485.24,USA
2024-03-31,19,Loveseat,44,1944.49,0.0,85557.56,USA
2024-03-31,20,Chaise Lounge,17,966.0,0.0,16422.0,USA
2024-03-31,21,Sectional Sofa,12,1097.16,0.0,13165.92,USA
2024-03-31,22,File Cabinet,25,121.61,0.0,3040.25,USA
2024-03-31,23,Console Table,45,905.15,0.0,40731.75,USA
2024-03-31,24,Bench,28,824.18,0.0,23077.04,USA
2024-03-31,25,Hutch,43,1086.62,0.0,46724.66,USA
2024-03-31,26,Buffet,20,1012.42,22.56,15680.36,USA
2024-03-31,27,Storage Ottoman,23,1862.38,0.0,42834.74,USA
2024-03-31,28,Accent Chair,19,851.49,27.69,11698.54,USA
2024-03-31,29,Bunk Bed,38,1365.49,12.42,45444.05,USA
2024-03-31,30,Mattress,27,1651.34,0.0,44586.18,USA
2024-03-31,31,Headboard,24,1449.27,0.0,34782.48,USA
2024-03-31,32,Room Divider,40,1388.85,0.0,55554.0,USA
2024-03-31,33,Floating Shelves,24,769.65,0.0,18471.6,USA
2024-03-31,34,Kitchen Island,45,1805.63,0.0,81253.35,USA
2024-03-31,35,Rolling Cart,6,1886.37,0.0,11318.22,USA
2024-03-31,36,Foldable Table,13,1781.68,0.0,23161.84,USA
2024-03-31,37,Standing Desk,37,1244.52,26.84,33688.16,USA
2024-03-31,38,Ladder Shelf,40,1494.91,18.25,48883.56,USA
2024-03-31,39,Bookcase,39,327.17,0.0,12759.63,USA
2024-03-31,40,Vanity Table,41,925.26,0.0,37935.66,USA
2024-03-31,41,Makeup Chair,27,289.86,0.0,7826.22,USA
2024-03-31,42,Chest of Drawers,47,1642.61,0.0,77202.67,USA
2024-03-31,43,Entryway Table,42,888.37,0.0,37311.54,USA
2024-03-31,44,Hall Tree,8,1588.52,16.16,10654.52,USA
2024-03-31,45,Gaming Chair,32,927.74,19.48,23904.52,USA
2024-03-31,46,Bean Bag,40,671.79,0.0,26871.6,USA
2024-03-31,47,Murphy Bed,32,816.3,0.0,26121.6,USA
2024-03-31,48,Plant Stand,6,889.53,8.56,4880.32,USA
2024-03-31,49,Shoe Rack,22,1895.96,0.0,41711.12,USA
2024-03-31,50,Coat Rack,15,1291.96,0.0,19379.4,USA
2024-04-07,1,Sofa,38,656.87,0.0,24961.06,USA
2024-04-07,2,Dining Table,35,1691.36,0.0,59197.6,USA
2024-04-07,3,Chair,28,1392.13,0.0,38979.64,USA
2024-04-07,4,Bed Frame,31,1035.64,0.0,32104.84,USA
2024-04-07,5,Nightstand,10,457.28,0.0,4572.8,USA
2024-04-07,6,Bookshelf,41,1524.62,0.0,62509.42,USA
2024-04-07,7,TV Stand,39,1679.19,0.0,65488.41,USA
2024-04-07,8,Coffee Table,39,1782.39,20.07,55561.91,USA
2024-04-07,9,Recliner,49,612.39,0.0,30007.11,USA
2024-04-07,10,Dresser,54,1942.95,24.34,79381.94,USA
2024-04-07,11,Wardrobe,32,1129.74,18.54,29449.16,USA
2024-04-07,12,Office Desk,25,908.86,0.0,22721.5,USA
2024-04-07,13,Computer Chair,51,717.77,11.76,32301.37,USA
2024-04-07,14,Futon,39,1112.41,0.0,43383.99,USA
2024-04-07,15,End Table,21,343.52,0.0,7213.92,USA
2024-04-07,16,Bar Stool,28,1482.43,0.0,41508.04,USA
2024-04-07,17,Patio Set,32,1260.29,0.0,40329.28,USA
2024-04-07,18,Sideboard,37,1712.49,22.77,48934.57,USA
2024-04-07,19,Loveseat,16,1823.44,0.0,29175.04,USA
2024-04-07,20,Chaise Lounge,9,124.06,0.0,1116.54,USA
2024-04-07,21,Sectional Sofa,19,1598.71,11.89,26763.84,USA
2024-04-07,22,File Cabinet,48,1940.74,0.0,93155.52,USA
2024-04-07,23,Console Table,40,992.64,0.0,39705.6,USA
2024-04-07,24,Bench,22,607.28,10.08,12013.46,USA
2024-04-07,25,Hutch,21,1231.22,0.0,25855.62,USA
2024-04-07,26,Buffet,8,1737.88,0.0,13903.04,USA
2024-04-07,27,Storage Ottoman,14,1622.85,16.91,18877.96,USA
2024-04-07,28,Accent Chair,43,1715.23,15.98,61968.86,USA
2024-04-07,29,Bunk Bed,9,518.75,0.0,4668.75,USA
2024-04-07,30,Mattress,24,1045.34,20.66,19904.95,USA
2024-04-07,31,Headboard,7,1537.06,0.0,10759.42,USA
2024-04-07,32,Room Divider,20,1400.44,0.0,28008.8,USA
2024-04-07,33,Floating Shelves,40,1648.61,13.34,57147.42,USA
2024-04-07,34,Kitchen Island,14,1917.02,5.22,25437.32,USA
2024-04-07,35,Rolling Cart,7,1989.56,0.0,13926.92,USA
2024-04-07,36,Foldable Table,49,1488.85,25.85,54095.13,USA
2024-04-07,37,Standing Desk,15,61.05,28.43,655.4,USA
2024-04-07,38,Ladder Shelf,44,1543.93,0.0,67932.92,USA
2024-04-07,39,Bookcase,8,828.25,0.0,6626.0,USA
2024-04-07,40,Vanity Table,7,843.86,0.0,5907.02,USA
2024-04-07,41,Makeup Chair,49,1282.58,0.0,62846.42,USA
2024-04-07,42,Chest of Drawers,44,1912.47,0.0,84148.68,USA
2024-04-07,43,Entryway Table,42,270.22,0.0,11349.24,USA
2024-04-07,44,Hall Tree,35,147.94,0.0,5177.9,USA
2024-04-07,45,Gaming Chair,21,503.15,12.03,9295.04,USA
2024-04-07,46,Bean Bag,43,347.04,0.0,14922.72,USA
2024-04-07,47,Murphy Bed,17,979.05,0.0,16643.85,USA
2024-04-07,48,Plant Stand,26,1226.81,0.0,31897.06,USA
2024-04-07,49,Shoe Rack,16,416.29,22.99,5129.36,USA
2024-04-07,50,Coat Rack,36,1192.44,0.0,42927.84,USA
2024-04-14,1,Sofa,28,1076.24,0.0,30134.72,USA
2024-04-14,2,Dining Table,27,615.44,0.0,16616.88,USA
2024-04-14,3,Chair,38,1455.28,0.0,55300.64,USA
2024-04-14,4,Bed Frame,16,310.97,0.0,4975.52,USA
2024-04-14,5,Nightstand,33,834.77,0.0,27547.41,USA
2024-04-14,6,Bookshelf,32,141.36,11.9,3985.22,USA
2024-04-14,7,TV Stand,48,1187.37,0.0,56993.76,USA
2024-04-14,8,Coffee Table,5,1494.76,0.0,7473.8,USA
2024-04-14,9,Recliner,9,303.36,19.12,2208.22,USA
2024-04-14,10,Dresser,10,1588.42,0.0,15884.2,USA
2024-04-14,11,Wardrobe,27,785.77,0.0,21215.79,USA
2024-04-14,12,Office Desk,14,1012.94,0.0,14181.16,USA
2024-04-14,13,Computer Chair,49,321.28,11.36,13954.35,USA
2024-04-14,14,Futon,34,1933.79,24.03,49949.41,USA
2024-04-14,15,End Table,19,631.2,7.63,11077.75,USA
2024-04-14,16,Bar Stool,43,1998.96,0.0,85955.28,USA
2024-04-14,17,Patio Set,22,1025.78,0.0,22567.16,USA
2024-04-14,18,Sideboard,11,1287.13,0.0,14158.43,USA
2024-04-14,19,Loveseat,42,1546.76,15.41,54952.98,USA
2024-04-14,20,Chaise Lounge,31,1453.32,14.28,38619.36,USA
2024-04-14,21,Sectional Sofa,38,470.69,0.0,17886.22,USA
2024-04-14,22,File Cabinet,7,819.73,0.0,5738.11,USA
2024-04-14,23,Console Table,44,665.47,0.0,29280.68,USA
2024-04-14,24,Bench,47,962.9,0.0,45256.3,USA
2024-04-14,25,Hutch,14,767.18,0.0,10740.52,USA
2024-04-14,26,Buffet,17,1110.42,0.0,18877.14,USA
2024-04-14,27,Storage Ottoman,40,789.23,0.0,31569.2,USA
2024-04-14,28,Accent Chair,50,1900.25,5.79,89511.28,USA
2024-04-14,29,Bunk Bed,47,1085.33,0.0,51010.51,USA
2024-04-14,30,Mattress,5,1761.41,0.0,8807.05,USA
2024-04-14,31,Headboard,52,658.13,24.35,25889.52,USA
2024-04-14,32,Room Divider,46,306.46,0.0,14097.16,USA
2024-04-14,33,Floating Shelves,10,1551.81,0.0,15518.1,USA
2024-04-14,34,Kitchen Island,11,899.24,0.0,9891.64,USA
2024-04-14,35,Rolling Cart,47,728.79,0.0,34253.13,USA
2024-04-14,36,Foldable Table,15,1342.86,18.71,16374.16,USA
2024-04-14,37,Standing Desk,12,1116.58,0.0,13398.96,USA
2024-04-14,38,Ladder Shelf,39,453.84,8.81,16140.41,USA
2024-04-14,39,Bookcase,19,495.06,0.0,9406.14,USA
2024-04-14,40,Vanity Table,44,166.45,0.0,7323.8,USA
2024-04-14,41,Makeup Chair,18,1888.31,24.63,25617.95,USA
2024-04-14,42,Chest of Drawers,30,1927.4,0.0,57822.0,USA
2024-04-14,43,Entryway Table,14,431.87,0.0,6046.18,USA
2024-04-14,44,Hall Tree,14,664.54,11.91,8195.51,USA
2024-04-14,45,Gaming Chair,47,1290.11,0.0,60635.17,USA
2024-04-14,46,Bean Bag,35,1629.23,0.0,57023.05,USA
2024-04-14,47,Murphy Bed,9,1430.06,0.0,12870.54,USA
2024-04-14,48,Plant Stand,37,1019.76,0.0,37731.12,USA
2024-04-14,49,Shoe Rack,25,1917.97,0.0,47949.25,USA
2024-04-14,50,Coat Rack,26,1926.5,20.52,39810.74,USA
2024-04-21,1,Sofa,7,1116.38,0.0,7814.66,USA
2024-04-21,2,Dining Table,47,373.21,0.0,17540.87,USA
2024-04-21,3,Chair,18,1364.98,8.42,22500.88,USA
2024-04-21,4,Bed Frame,8,814.12,0.0,6512.96,USA
2024-04-21,5,Nightstand,36,1905.29,29.87,48102.48,USA
2024-04-21,6,Bookshelf,22,1068.95,0.0,23516.9,USA
2024-04-21,7,TV Stand,30,1207.44,0.0,36223.2,USA
2024-04-21,8,Coffee Table,45,77.67,25.73,2595.85,USA
2024-04-21,9,Recliner,45,1411.71,14.88,54074.14,USA
2024-04-21,10,Dresser,36,1526.75,0.0,54963.0,USA
2024-04-21,11,Wardrobe,21,654.5,0.0,13744.5,USA
2024-04-21,12,Office Desk,31,367.26,19.13,9207.1,USA
2024-04-21,13,Computer Chair,38,1225.98,25.89,34525.8,USA
2024-04-21,14,Futon,28,1856.08,0.0,51970.24,USA
2024-04-21,15,End Table,31,1625.75,0.0,50398.25,USA
2024-04-21,16,Bar Stool,48,544.95,0.0,26157.6,USA
2024-04-21,17,Patio Set,31,1341.75,0.0,41594.25,USA
2024-04-21,18,Sideboard,11,1911.95,0.0,21031.45,USA
2024-04-21,19,Loveseat,46,774.86,14.81,30364.75,USA
2024-04-21,20,Chaise Lounge,21,162.52,0.0,3412.92,USA
2024-04-21,21,Sectional Sofa,31,1585.72,0.0,49157.32,USA
2024-04-21,22,File Cabinet,36,860.43,26.18,22866.1,USA
2024-04-21,23,Console Table,15,1840.57,0.0,27608.55,USA
2024-04-21,24,Bench,31,1515.96,10.72,41956.92,USA
2024-04-21,25,Hutch,10,1740.2,12.06,15303.32,USA
2024-04-21,26,Buffet,16,1452.36,0.0,23237.76,USA
2024-04-21,27,Storage Ottoman,11,1529.61,0.0,16825.71,USA
2024-04-21,28,Accent Chair,32,1699.41,15.02,46213.08,USA
2024-04-21,29,Bunk Bed,33,978.85,0.0,32302.05,USA
2024-04-21,30,Mattress,32,547.85,0.0,17531.2,USA
2024-04-21,31,Headboard,39,1290.28,0.0,50320.92,USA
2024-04-21,32,Room Divider,52,1038.49,15.24,45771.65,USA
2024-04-21,33,Floating Shelves,33,142.9,23.17,3623.07,USA
2024-04-21,34,Kitchen Island,32,1326.57,8.79,38718.86,USA
2024-04-21,35,Rolling Cart,42,138.54,12.25,5105.89,USA
2024-04-21,36,Foldable Table,10,299.34,0.0,2993.4,USA
2024-04-21,37,Standing Desk,42,156.54,0.0,6574.68,USA
2024-04-21,38,Ladder Shelf,31,69.68,15.94,1815.76,USA
2024-04-21,39,Bookcase,40,1472.22,0.0,58888.8,USA
2024-04-21,40,Vanity Table,34,1496.7,0.0,50887.8,USA
2024-04-21,41,Makeup Chair,21,684.33,22.82,11091.48,USA
2024-04-21,42,Chest of Drawers,48,294.45,13.42,12236.87,USA
2024-04-21,43,Entryway Table,25,1970.47,0.0,49261.75,USA
2024-04-21,44,Hall Tree,46,341.72,0.0,15719.12,USA
2024-04-21,45,Gaming Chair,15,1433.18,9.18,19524.21,USA
2024-04-21,46,Bean Bag,21,574.25,0.0,12059.25,USA
2024-04-21,47,Murphy Bed,30,1223.03,12.41,32137.56,USA
2024-04-21,48,Plant Stand,48,1142.18,24.52,41381.64,USA
2024-04-21,49,Shoe Rack,19,1946.22,0.0,36978.18,USA
2024-04-21,50,Coat Rack,32,1442.94,16.54,38536.89,USA
2024-04-28,1,Sofa,38,293.99,0.0,11171.62,USA
2024-04-28,2,Dining Table,10,1623.79,0.0,16237.9,USA
2024-04-28,3,Chair,16,1347.04,0.0,21552.64,USA
2024-04-28,4,Bed Frame,21,1358.56,0.0,28529.76,USA
2024-04-28,5,Nightstand,9,792.01,9.08,6480.86,USA
2024-04-28,6,Bookshelf,52,799.49,5.63,39232.89,USA
2024-04-28,7,TV Stand,9,1605.22,20.4,11499.8,USA
2024-04-28,8,Coffee Table,44,1140.01,17.53,41367.31,USA
2024-04-28,9,Recliner,31,1935.72,0.0,60007.32,USA
2024-04-28,10,Dresser,46,990.42,7.96,41932.8,USA
2024-04-28,11,Wardrobe,34,1907.31,10.67,57929.2,USA
2024-04-28,12,Office Desk,26,356.68,0.0,9273.68,USA
2024-04-28,13,Computer Chair,7,1361.77,0.0,9532.39,USA
2024-04-28,14,Futon,20,1708.83,0.0,34176.6,USA
2024-04-28,15,End Table,15,367.49,0.0,5512.35,USA
